Data;Hora;Chuva (mm);Nível (cm);Vazão (m3/s);
01/10/2023;07:45:00;0             ;409             ;;
01/10/2023;08:00:00;0             ;409             ;;
01/10/2023;08:15:00;0             ;409             ;;
01/10/2023;08:30:00;0             ;409             ;;
01/10/2023;08:45:00;0             ;408             ;;
01/10/2023;09:00:00;0             ;408             ;;
01/10/2023;09:15:00;0             ;408             ;;
01/10/2023;09:30:00;0             ;408             ;;
01/10/2023;09:45:00;0             ;408             ;;
01/10/2023;10:00:00;0             ;407             ;;
01/10/2023;10:15:00;0             ;407             ;;
01/10/2023;10:30:00;0             ;407             ;;
01/10/2023;10:45:00;0             ;407             ;;
01/10/2023;11:00:00;0             ;406             ;;
01/10/2023;11:15:00;0             ;406             ;;
01/10/2023;11:30:00;0             ;406             ;;
01/10/2023;11:45:00;0             ;406             ;;
01/10/2023;12:00:00;0             ;405             ;;
01/10/2023;12:15:00;0             ;405             ;;
01/10/2023;12:30:00;0             ;405             ;;
01/10/2023;12:45:00;0             ;405             ;;
01/10/2023;13:00:00;0             ;404             ;;
01/10/2023;13:15:00;0             ;405             ;;
01/10/2023;13:30:00;0             ;404             ;;
01/10/2023;13:45:00;0             ;404             ;;
01/10/2023;14:00:00;0             ;404             ;;
01/10/2023;14:15:00;0             ;404             ;;
01/10/2023;14:30:00;0             ;403             ;;
01/10/2023;14:45:00;0             ;403             ;;
01/10/2023;15:00:00;0             ;403             ;;
01/10/2023;15:15:00;0             ;403             ;;
01/10/2023;15:30:00;0             ;402             ;;
01/10/2023;15:45:00;0             ;402             ;;
01/10/2023;16:00:00;0             ;402             ;;
01/10/2023;16:15:00;0             ;402             ;;
01/10/2023;16:30:00;0             ;401             ;;
01/10/2023;16:45:00;0             ;401             ;;
01/10/2023;17:00:00;0             ;399             ;;
01/10/2023;17:15:00;0             ;398             ;;
01/10/2023;17:30:00;0             ;395             ;;
01/10/2023;17:45:00;0             ;393             ;;
01/10/2023;18:00:00;0             ;390             ;;
01/10/2023;18:15:00;0             ;388             ;;
01/10/2023;18:30:00;0             ;387             ;;
01/10/2023;18:45:00;0             ;386             ;;
01/10/2023;19:00:00;0             ;387             ;;
01/10/2023;19:15:00;0             ;387             ;;
01/10/2023;19:30:00;0             ;389             ;;
01/10/2023;19:45:00;0             ;390             ;;
01/10/2023;20:00:00;0             ;392             ;;
01/10/2023;20:15:00;0             ;393             ;;
01/10/2023;20:30:00;0             ;394             ;;
01/10/2023;20:45:00;0             ;395             ;;
01/10/2023;21:00:00;0             ;395             ;;
01/10/2023;21:15:00;0             ;396             ;;
01/10/2023;21:30:00;0             ;396             ;;
01/10/2023;21:45:00;0             ;396             ;;
01/10/2023;22:00:00;0             ;396             ;;
01/10/2023;22:15:00;0             ;396             ;;
01/10/2023;22:30:00;0             ;396             ;;
01/10/2023;22:45:00;0             ;397             ;;
01/10/2023;23:00:00;0             ;397             ;;
01/10/2023;23:15:00;0             ;397             ;;
01/10/2023;23:30:00;0             ;397             ;;
01/10/2023;23:45:00;0             ;398             ;;
02/10/2023;00:00:00;0             ;398             ;;
02/10/2023;00:15:00;0             ;399             ;;
02/10/2023;00:30:00;0             ;399             ;;
02/10/2023;00:45:00;0             ;400             ;;
02/10/2023;01:00:00;0             ;400             ;;
02/10/2023;01:15:00;0             ;400             ;;
02/10/2023;01:30:00;0             ;400             ;;
02/10/2023;01:45:00;0             ;400             ;;
02/10/2023;02:00:00;0             ;400             ;;
02/10/2023;02:15:00;0             ;400             ;;
02/10/2023;02:30:00;0             ;399             ;;
02/10/2023;02:45:00;0             ;399             ;;
02/10/2023;03:00:00;0             ;399             ;;
02/10/2023;03:15:00;0             ;398             ;;
02/10/2023;03:30:00;0             ;398             ;;
02/10/2023;03:45:00;0             ;397             ;;
02/10/2023;04:00:00;0             ;397             ;;
02/10/2023;04:15:00;0             ;397             ;;
02/10/2023;04:30:00;0             ;396             ;;
02/10/2023;04:45:00;0             ;396             ;;
02/10/2023;05:00:00;0             ;395             ;;
02/10/2023;05:15:00;0             ;395             ;;
02/10/2023;05:30:00;0             ;395             ;;
02/10/2023;05:45:00;0             ;394             ;;
02/10/2023;06:00:00;0             ;394             ;;
02/10/2023;06:15:00;0             ;394             ;;
02/10/2023;06:30:00;0             ;393             ;;
02/10/2023;06:45:00;0             ;393             ;;
02/10/2023;07:00:00;0             ;392             ;;
02/10/2023;07:15:00;0             ;392             ;;
02/10/2023;07:30:00;0             ;392             ;;
02/10/2023;07:45:00;0             ;392             ;;
02/10/2023;08:00:00;0             ;391             ;;
02/10/2023;08:15:00;0             ;391             ;;
02/10/2023;08:30:00;0             ;391             ;;
02/10/2023;08:45:00;0             ;390             ;;
02/10/2023;09:00:00;0             ;390             ;;
02/10/2023;09:15:00;0             ;390             ;;
02/10/2023;09:30:00;0             ;390             ;;
02/10/2023;09:45:00;0             ;390             ;;
02/10/2023;10:00:00;0             ;389             ;;
02/10/2023;10:15:00;0             ;389             ;;
02/10/2023;10:30:00;0             ;389             ;;
02/10/2023;10:45:00;0             ;389             ;;
02/10/2023;11:00:00;0             ;388             ;;
02/10/2023;11:15:00;0             ;388             ;;
02/10/2023;11:30:00;0             ;388             ;;
02/10/2023;11:45:00;0             ;387             ;;
02/10/2023;12:00:00;0             ;387             ;;
02/10/2023;12:15:00;0             ;387             ;;
02/10/2023;12:30:00;0             ;387             ;;
02/10/2023;12:45:00;0             ;387             ;;
02/10/2023;13:00:00;0             ;386             ;;
02/10/2023;13:15:00;0             ;386             ;;
02/10/2023;13:30:00;0             ;386             ;;
02/10/2023;13:45:00;0             ;385             ;;
02/10/2023;14:00:00;0             ;386             ;;
02/10/2023;14:15:00;0             ;385             ;;
02/10/2023;14:30:00;0             ;385             ;;
02/10/2023;14:45:00;0             ;385             ;;
02/10/2023;15:00:00;0             ;385             ;;
02/10/2023;15:15:00;0             ;384             ;;
02/10/2023;15:30:00;0             ;384             ;;
02/10/2023;15:45:00;0             ;384             ;;
02/10/2023;16:00:00;0             ;384             ;;
02/10/2023;16:15:00;0             ;384             ;;
02/10/2023;16:30:00;0             ;383             ;;
02/10/2023;16:45:00;0             ;383             ;;
02/10/2023;17:00:00;0             ;383             ;;
02/10/2023;17:15:00;0             ;383             ;;
02/10/2023;17:30:00;0             ;383             ;;
02/10/2023;17:45:00;0             ;383             ;;
02/10/2023;18:00:00;0             ;382             ;;
02/10/2023;18:15:00;0             ;382             ;;
02/10/2023;18:30:00;0             ;382             ;;
02/10/2023;18:45:00;0             ;382             ;;
02/10/2023;19:00:00;0             ;382             ;;
02/10/2023;19:15:00;0             ;382             ;;
02/10/2023;19:30:00;0             ;382             ;;
02/10/2023;19:45:00;0             ;382             ;;
02/10/2023;20:00:00;0             ;382             ;;
02/10/2023;20:15:00;0             ;382             ;;
02/10/2023;20:30:00;0             ;381             ;;
02/10/2023;20:45:00;0             ;381             ;;
02/10/2023;21:00:00;0             ;381             ;;
02/10/2023;21:15:00;0             ;381             ;;
02/10/2023;21:30:00;0             ;380             ;;
02/10/2023;21:45:00;0             ;379             ;;
02/10/2023;22:00:00;0             ;378             ;;
02/10/2023;22:15:00;0             ;377             ;;
02/10/2023;22:30:00;0             ;376             ;;
02/10/2023;22:45:00;0             ;375             ;;
02/10/2023;23:00:00;0             ;374             ;;
02/10/2023;23:15:00;0             ;373             ;;
02/10/2023;23:30:00;0             ;372             ;;
02/10/2023;23:45:00;0             ;371             ;;
03/10/2023;00:00:00;0             ;370             ;;
03/10/2023;00:15:00;0             ;370             ;;
03/10/2023;00:30:00;0             ;369             ;;
03/10/2023;00:45:00;0             ;369             ;;
03/10/2023;01:00:00;0             ;368             ;;
03/10/2023;01:15:00;0             ;368             ;;
03/10/2023;01:30:00;0             ;368             ;;
03/10/2023;01:45:00;0             ;368             ;;
03/10/2023;02:00:00;0             ;368             ;;
03/10/2023;02:15:00;0             ;368             ;;
03/10/2023;02:30:00;0             ;367             ;;
03/10/2023;02:45:00;0             ;367             ;;
03/10/2023;03:00:00;0             ;367             ;;
03/10/2023;03:15:00;0             ;367             ;;
03/10/2023;03:30:00;0             ;367             ;;
03/10/2023;03:45:00;0             ;367             ;;
03/10/2023;04:00:00;0             ;366             ;;
03/10/2023;04:15:00;0             ;366             ;;
03/10/2023;04:30:00;0             ;366             ;;
03/10/2023;04:45:00;0             ;366             ;;
03/10/2023;05:00:00;0             ;366             ;;
03/10/2023;05:15:00;0             ;365             ;;
03/10/2023;05:30:00;0             ;365             ;;
03/10/2023;05:45:00;0             ;366             ;;
03/10/2023;06:00:00;0             ;366             ;;
03/10/2023;06:15:00;0             ;366             ;;
03/10/2023;06:30:00;0             ;366             ;;
03/10/2023;06:45:00;0             ;367             ;;
03/10/2023;07:00:00;0             ;367             ;;
03/10/2023;07:15:00;0             ;368             ;;
03/10/2023;07:30:00;0             ;368             ;;
03/10/2023;07:45:00;0             ;369             ;;
03/10/2023;08:00:00;0             ;369             ;;
03/10/2023;08:15:00;0             ;369             ;;
03/10/2023;08:30:00;0             ;369             ;;
03/10/2023;08:45:00;0             ;370             ;;
03/10/2023;09:00:00;0             ;370             ;;
03/10/2023;09:15:00;0             ;370             ;;
03/10/2023;09:30:00;0             ;369             ;;
03/10/2023;09:45:00;0             ;369             ;;
03/10/2023;10:00:00;0             ;369             ;;
03/10/2023;10:15:00;0             ;369             ;;
03/10/2023;10:30:00;0             ;369             ;;
03/10/2023;10:45:00;0             ;368             ;;
03/10/2023;11:00:00;0             ;368             ;;
03/10/2023;11:15:00;0             ;368             ;;
03/10/2023;11:30:00;0             ;368             ;;
03/10/2023;11:45:00;0             ;367             ;;
03/10/2023;12:00:00;0             ;368             ;;
03/10/2023;12:15:00;0             ;367             ;;
03/10/2023;12:30:00;0             ;367             ;;
03/10/2023;12:45:00;0             ;366             ;;
03/10/2023;13:00:00;0             ;366             ;;
03/10/2023;13:15:00;0             ;365             ;;
03/10/2023;13:30:00;0             ;365             ;;
03/10/2023;13:45:00;0             ;364             ;;
03/10/2023;14:00:00;0             ;363             ;;
03/10/2023;14:15:00;0             ;362             ;;
03/10/2023;14:30:00;0             ;361             ;;
03/10/2023;14:45:00;0             ;360             ;;
03/10/2023;15:00:00;0             ;359             ;;
03/10/2023;15:15:00;0             ;357             ;;
03/10/2023;15:30:00;0             ;356             ;;
03/10/2023;15:45:00;0             ;356             ;;
03/10/2023;16:00:00;0             ;355             ;;
03/10/2023;16:15:00;0             ;354             ;;
03/10/2023;16:30:00;0             ;354             ;;
03/10/2023;16:45:00;0             ;354             ;;
03/10/2023;17:00:00;0             ;354             ;;
03/10/2023;17:15:00;0             ;354             ;;
03/10/2023;17:30:00;0             ;354             ;;
03/10/2023;17:45:00;0             ;355             ;;
03/10/2023;18:00:00;0             ;355             ;;
03/10/2023;18:15:00;0             ;355             ;;
03/10/2023;18:30:00;0             ;355             ;;
03/10/2023;18:45:00;0             ;355             ;;
03/10/2023;19:00:00;0             ;355             ;;
03/10/2023;19:15:00;0             ;355             ;;
03/10/2023;19:30:00;0             ;354             ;;
03/10/2023;19:45:00;0             ;354             ;;
03/10/2023;20:00:00;0             ;354             ;;
03/10/2023;20:15:00;0             ;354             ;;
03/10/2023;20:30:00;0             ;353             ;;
03/10/2023;20:45:00;0             ;353             ;;
03/10/2023;21:00:00;0             ;353             ;;
03/10/2023;21:15:00;0.4             ;352             ;;
03/10/2023;21:30:00;0.2             ;352             ;;
03/10/2023;21:45:00;0             ;352             ;;
03/10/2023;22:00:00;0             ;352             ;;
03/10/2023;22:15:00;0             ;351             ;;
03/10/2023;22:30:00;0             ;351             ;;
03/10/2023;22:45:00;0             ;351             ;;
03/10/2023;23:00:00;0             ;351             ;;
03/10/2023;23:15:00;0             ;351             ;;
03/10/2023;23:30:00;0.2             ;350             ;;
03/10/2023;23:45:00;2.4             ;351             ;;
04/10/2023;00:00:00;1.6             ;351             ;;
04/10/2023;00:15:00;2.8             ;351             ;;
04/10/2023;00:30:00;1.4             ;352             ;;
04/10/2023;00:45:00;0.4             ;352             ;;
04/10/2023;01:00:00;0.4             ;352             ;;
04/10/2023;01:15:00;1.2             ;353             ;;
04/10/2023;01:30:00;0.6             ;353             ;;
04/10/2023;01:45:00;0.8             ;354             ;;
04/10/2023;02:00:00;0.6             ;355             ;;
04/10/2023;02:15:00;3.6             ;356             ;;
04/10/2023;02:30:00;2.8             ;358             ;;
04/10/2023;02:45:00;2.2             ;359             ;;
04/10/2023;03:00:00;3.2             ;360             ;;
04/10/2023;03:15:00;2.2             ;362             ;;
04/10/2023;03:30:00;1.4             ;362             ;;
04/10/2023;03:45:00;0.2             ;363             ;;
04/10/2023;04:00:00;0.4             ;364             ;;
04/10/2023;04:15:00;0.4             ;365             ;;
04/10/2023;04:30:00;0.2             ;365             ;;
04/10/2023;04:45:00;0.2             ;366             ;;
04/10/2023;05:00:00;0             ;366             ;;
04/10/2023;05:15:00;1             ;367             ;;
04/10/2023;05:30:00;2             ;369             ;;
04/10/2023;05:45:00;1.8             ;370             ;;
04/10/2023;06:00:00;3.6             ;373             ;;
04/10/2023;06:15:00;1.4             ;375             ;;
04/10/2023;06:30:00;0.6             ;377             ;;
04/10/2023;06:45:00;0.2             ;379             ;;
04/10/2023;07:00:00;0.2             ;381             ;;
04/10/2023;07:15:00;0             ;383             ;;
04/10/2023;07:30:00;0.2             ;385             ;;
04/10/2023;07:45:00;0             ;388             ;;
04/10/2023;08:00:00;0             ;390             ;;
04/10/2023;08:15:00;0             ;392             ;;
04/10/2023;08:30:00;0.4             ;395             ;;
04/10/2023;08:45:00;0.2             ;397             ;;
04/10/2023;09:00:00;0.2             ;400             ;;
04/10/2023;09:15:00;0.2             ;403             ;;
04/10/2023;09:30:00;0             ;406             ;;
04/10/2023;09:45:00;0             ;409             ;;
04/10/2023;10:00:00;0             ;412             ;;
04/10/2023;10:15:00;0             ;416             ;;
04/10/2023;10:30:00;0             ;420             ;;
04/10/2023;10:45:00;0             ;424             ;;
04/10/2023;11:00:00;0             ;428             ;;
04/10/2023;11:15:00;0             ;432             ;;
04/10/2023;11:30:00;0             ;437             ;;
04/10/2023;11:45:00;0             ;441             ;;
04/10/2023;12:00:00;0             ;445             ;;
04/10/2023;12:15:00;0             ;448             ;;
04/10/2023;12:30:00;0             ;452             ;;
04/10/2023;12:45:00;0             ;454             ;;
04/10/2023;13:00:00;0             ;457             ;;
04/10/2023;13:15:00;0             ;459             ;;
04/10/2023;13:30:00;0             ;462             ;;
04/10/2023;13:45:00;0             ;463             ;;
04/10/2023;14:00:00;0             ;465             ;;
04/10/2023;14:15:00;0             ;466             ;;
04/10/2023;14:30:00;0             ;467             ;;
04/10/2023;14:45:00;0             ;468             ;;
04/10/2023;15:00:00;0             ;470             ;;
04/10/2023;15:15:00;0             ;471             ;;
04/10/2023;15:30:00;0             ;473             ;;
04/10/2023;15:45:00;0             ;475             ;;
04/10/2023;16:00:00;0             ;478             ;;
04/10/2023;16:15:00;0             ;481             ;;
04/10/2023;16:30:00;0             ;485             ;;
04/10/2023;16:45:00;0             ;489             ;;
04/10/2023;17:00:00;0             ;494             ;;
04/10/2023;17:15:00;0             ;499             ;;
04/10/2023;17:30:00;0             ;506             ;;
04/10/2023;17:45:00;0             ;511             ;;
04/10/2023;18:00:00;0             ;518             ;;
04/10/2023;18:15:00;0             ;525             ;;
04/10/2023;18:30:00;0             ;532             ;;
04/10/2023;18:45:00;0             ;539             ;;
04/10/2023;19:00:00;0             ;546             ;;
04/10/2023;19:15:00;0             ;554             ;;
04/10/2023;19:30:00;0             ;561             ;;
04/10/2023;19:45:00;0             ;570             ;;
04/10/2023;20:00:00;0             ;579             ;;
04/10/2023;20:15:00;0             ;588             ;;
04/10/2023;20:30:00;0             ;600             ;;
04/10/2023;20:45:00;0             ;611             ;;
04/10/2023;21:00:00;0             ;611             ;;
04/10/2023;21:15:00;0             ;622             ;;
04/10/2023;21:30:00;0             ;633             ;;
04/10/2023;21:45:00;0             ;642             ;;
04/10/2023;22:00:00;0             ;658             ;;
04/10/2023;22:15:00;0             ;665             ;;
04/10/2023;22:30:00;0             ;672             ;;
04/10/2023;22:45:00;0             ;678             ;;
04/10/2023;23:00:00;0             ;683             ;;
04/10/2023;23:15:00;0             ;688             ;;
04/10/2023;23:30:00;0             ;691             ;;
04/10/2023;23:45:00;0             ;695             ;;
05/10/2023;00:00:00;0             ;699             ;;
05/10/2023;00:15:00;0             ;702             ;;
05/10/2023;00:30:00;0             ;705             ;;
05/10/2023;00:45:00;0             ;706             ;;
05/10/2023;01:00:00;0             ;708             ;;
05/10/2023;01:15:00;0             ;711             ;;
05/10/2023;01:30:00;0             ;713             ;;
05/10/2023;01:45:00;0             ;715             ;;
05/10/2023;02:00:00;0             ;717             ;;
05/10/2023;02:15:00;0             ;719             ;;
05/10/2023;02:30:00;0             ;720             ;;
05/10/2023;02:45:00;0             ;722             ;;
05/10/2023;03:00:00;0             ;723             ;;
05/10/2023;03:15:00;0             ;724             ;;
05/10/2023;03:30:00;0             ;724             ;;
05/10/2023;03:45:00;0             ;725             ;;
05/10/2023;04:00:00;0             ;726             ;;
05/10/2023;04:15:00;0             ;727             ;;
05/10/2023;04:30:00;0             ;726             ;;
05/10/2023;04:45:00;0             ;727             ;;
05/10/2023;05:00:00;0             ;727             ;;
05/10/2023;05:15:00;0             ;728             ;;
05/10/2023;05:30:00;0             ;729             ;;
05/10/2023;05:45:00;0             ;730             ;;
05/10/2023;06:00:00;0             ;731             ;;
05/10/2023;06:15:00;0             ;732             ;;
05/10/2023;06:30:00;0             ;734             ;;
05/10/2023;06:45:00;0             ;736             ;;
05/10/2023;07:00:00;0             ;739             ;;
05/10/2023;07:15:00;0             ;740             ;;
05/10/2023;07:30:00;0             ;743             ;;
05/10/2023;07:45:00;0             ;744             ;;
05/10/2023;08:00:00;0             ;746             ;;
05/10/2023;08:15:00;0             ;746             ;;
05/10/2023;08:30:00;0             ;747             ;;
05/10/2023;08:45:00;0             ;748             ;;
05/10/2023;09:00:00;0             ;748             ;;
05/10/2023;09:15:00;0             ;748             ;;
05/10/2023;09:30:00;0             ;748             ;;
05/10/2023;09:45:00;0             ;749             ;;
05/10/2023;10:00:00;0             ;749             ;;
05/10/2023;10:15:00;0             ;747             ;;
05/10/2023;10:30:00;0             ;748             ;;
05/10/2023;10:45:00;0             ;748             ;;
05/10/2023;11:00:00;0             ;746             ;;
05/10/2023;11:15:00;0             ;746             ;;
05/10/2023;11:30:00;0             ;745             ;;
05/10/2023;11:45:00;0             ;743             ;;
05/10/2023;12:00:00;0             ;742             ;;
05/10/2023;12:15:00;0             ;740             ;;
05/10/2023;12:30:00;0             ;740             ;;
05/10/2023;12:45:00;0             ;739             ;;
05/10/2023;13:00:00;0             ;738             ;;
05/10/2023;13:15:00;0             ;737             ;;
05/10/2023;13:30:00;0             ;736             ;;
05/10/2023;13:45:00;0             ;735             ;;
05/10/2023;14:00:00;0             ;733             ;;
05/10/2023;14:15:00;0             ;728             ;;
05/10/2023;14:30:00;0             ;723             ;;
05/10/2023;14:45:00;0             ;719             ;;
05/10/2023;15:00:00;0             ;716             ;;
05/10/2023;15:15:00;0             ;714             ;;
05/10/2023;15:30:00;0             ;714             ;;
05/10/2023;15:45:00;0             ;715             ;;
05/10/2023;16:00:00;0             ;716             ;;
05/10/2023;16:15:00;0             ;716             ;;
05/10/2023;16:30:00;0             ;716             ;;
05/10/2023;16:45:00;0             ;716             ;;
05/10/2023;17:00:00;0             ;717             ;;
05/10/2023;17:15:00;0             ;716             ;;
05/10/2023;17:30:00;0             ;717             ;;
05/10/2023;17:45:00;0             ;717             ;;
05/10/2023;18:00:00;0             ;718             ;;
05/10/2023;18:15:00;0             ;718             ;;
05/10/2023;18:30:00;0             ;718             ;;
05/10/2023;18:45:00;0             ;719             ;;
05/10/2023;19:00:00;0             ;718             ;;
05/10/2023;19:15:00;0             ;716             ;;
05/10/2023;19:30:00;0             ;717             ;;
05/10/2023;19:45:00;0             ;714             ;;
05/10/2023;20:00:00;0             ;711             ;;
05/10/2023;20:15:00;0             ;708             ;;
05/10/2023;20:30:00;0             ;704             ;;
05/10/2023;20:45:00;0             ;699             ;;
05/10/2023;21:00:00;0             ;699             ;;
05/10/2023;21:15:00;0             ;696             ;;
05/10/2023;21:30:00;0             ;692             ;;
05/10/2023;21:45:00;0             ;689             ;;
05/10/2023;22:00:00;0             ;684             ;;
05/10/2023;22:15:00;0             ;681             ;;
05/10/2023;22:30:00;0             ;679             ;;
05/10/2023;22:45:00;0             ;677             ;;
05/10/2023;23:00:00;0             ;675             ;;
05/10/2023;23:15:00;0             ;673             ;;
05/10/2023;23:30:00;0             ;670             ;;
05/10/2023;23:45:00;0             ;668             ;;
06/10/2023;00:00:00;0             ;666             ;;
06/10/2023;00:15:00;0             ;663             ;;
06/10/2023;00:30:00;0             ;661             ;;
06/10/2023;00:45:00;0             ;658             ;;
06/10/2023;01:00:00;0             ;657             ;;
06/10/2023;01:15:00;0             ;654             ;;
06/10/2023;01:30:00;0             ;652             ;;
06/10/2023;01:45:00;0             ;650             ;;
06/10/2023;02:00:00;0             ;650             ;;
06/10/2023;02:15:00;0             ;648             ;;
06/10/2023;02:30:00;0             ;646             ;;
06/10/2023;02:45:00;0             ;645             ;;
06/10/2023;03:00:00;0             ;644             ;;
06/10/2023;03:15:00;0             ;642             ;;
06/10/2023;03:30:00;0             ;641             ;;
06/10/2023;03:45:00;0             ;638             ;;
06/10/2023;04:00:00;0             ;638             ;;
06/10/2023;04:15:00;0             ;636             ;;
06/10/2023;04:30:00;0             ;634             ;;
06/10/2023;04:45:00;0             ;633             ;;
06/10/2023;05:00:00;0             ;631             ;;
06/10/2023;05:15:00;0             ;629             ;;
06/10/2023;05:30:00;0             ;627             ;;
06/10/2023;05:45:00;0             ;625             ;;
06/10/2023;06:00:00;0             ;623             ;;
06/10/2023;06:15:00;0             ;620             ;;
06/10/2023;06:30:00;0             ;618             ;;
06/10/2023;06:45:00;0             ;616             ;;
06/10/2023;07:00:00;0             ;614             ;;
06/10/2023;07:15:00;0             ;611             ;;
06/10/2023;07:30:00;0             ;608             ;;
06/10/2023;07:45:00;0             ;607             ;;
06/10/2023;08:00:00;0             ;604             ;;
06/10/2023;08:15:00;0             ;602             ;;
06/10/2023;08:30:00;0             ;600             ;;
06/10/2023;08:45:00;0             ;599             ;;
06/10/2023;09:00:00;0             ;597             ;;
06/10/2023;09:15:00;0             ;596             ;;
06/10/2023;09:30:00;0             ;594             ;;
06/10/2023;09:45:00;0             ;593             ;;
06/10/2023;10:00:00;0             ;592             ;;
06/10/2023;10:15:00;0             ;590             ;;
06/10/2023;10:30:00;0             ;589             ;;
06/10/2023;10:45:00;0             ;588             ;;
06/10/2023;11:00:00;0             ;587             ;;
06/10/2023;11:15:00;0             ;585             ;;
06/10/2023;11:30:00;0             ;584             ;;
06/10/2023;11:45:00;0             ;583             ;;
06/10/2023;12:00:00;0             ;582             ;;
06/10/2023;12:15:00;0             ;580             ;;
06/10/2023;12:30:00;0             ;579             ;;
06/10/2023;12:45:00;0             ;578             ;;
06/10/2023;13:00:00;0             ;576             ;;
06/10/2023;13:15:00;0             ;575             ;;
06/10/2023;13:30:00;0             ;573             ;;
06/10/2023;13:45:00;0             ;572             ;;
06/10/2023;14:00:00;0             ;571             ;;
06/10/2023;14:15:00;0             ;569             ;;
06/10/2023;14:30:00;0             ;568             ;;
06/10/2023;14:45:00;0             ;567             ;;
06/10/2023;15:00:00;0             ;565             ;;
06/10/2023;15:15:00;0             ;564             ;;
06/10/2023;15:30:00;0             ;563             ;;
06/10/2023;15:45:00;0             ;562             ;;
06/10/2023;16:00:00;0             ;561             ;;
06/10/2023;16:15:00;0             ;559             ;;
06/10/2023;16:30:00;0             ;558             ;;
06/10/2023;16:45:00;0             ;556             ;;
06/10/2023;17:00:00;0.2             ;556             ;;
06/10/2023;17:15:00;1.4             ;555             ;;
06/10/2023;17:30:00;0.4             ;554             ;;
06/10/2023;17:45:00;1.2             ;552             ;;
06/10/2023;18:00:00;0.4             ;551             ;;
06/10/2023;18:15:00;0.2             ;550             ;;
06/10/2023;18:30:00;0.2             ;549             ;;
06/10/2023;18:45:00;1.6             ;549             ;;
06/10/2023;19:00:00;0.4             ;547             ;;
06/10/2023;19:15:00;0.2             ;545             ;;
06/10/2023;19:30:00;1.4             ;545             ;;
06/10/2023;19:45:00;0.2             ;544             ;;
06/10/2023;20:00:00;0             ;543             ;;
06/10/2023;20:15:00;0             ;542             ;;
06/10/2023;20:30:00;1.8             ;541             ;;
06/10/2023;20:45:00;1.6             ;541             ;;
06/10/2023;21:00:00;1.4             ;540             ;;
06/10/2023;21:15:00;2.6             ;540             ;;
06/10/2023;21:30:00;1.8             ;539             ;;
06/10/2023;21:45:00;0.2             ;538             ;;
06/10/2023;22:00:00;0             ;538             ;;
06/10/2023;22:15:00;0.4             ;537             ;;
06/10/2023;22:30:00;0             ;537             ;;
06/10/2023;22:45:00;0             ;535             ;;
06/10/2023;23:00:00;0.4             ;535             ;;
06/10/2023;23:15:00;0             ;534             ;;
06/10/2023;23:30:00;0             ;533             ;;
06/10/2023;23:45:00;0             ;533             ;;
07/10/2023;00:00:00;0             ;531             ;;
07/10/2023;00:15:00;0.4             ;530             ;;
07/10/2023;00:30:00;1.4             ;530             ;;
07/10/2023;00:45:00;0.6             ;529             ;;
07/10/2023;01:00:00;1.8             ;529             ;;
07/10/2023;01:15:00;1.2             ;529             ;;
07/10/2023;01:30:00;1.2             ;             ;;
07/10/2023;01:45:00;1.2             ;             ;;
07/10/2023;02:00:00;1.6             ;             ;;
